"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"VAL"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 482"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 735"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 437"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 589"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 526"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 739"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 644"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 782"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 384"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 408"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 377"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 289"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 333"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ТАЛДЫКОРГАН Г.А."	"0"	"Всего"	"0"	"1 395"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 369"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 362"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 325"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 551"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 341"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 418"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 360"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 653"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 603"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 627"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 245"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 210"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 178"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 109"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 122"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ТАЛДЫКОРГАН Г.А."	"0"	"городская местность"	"0"	"1 109"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"158"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"112"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"157"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"184"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"96"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"171"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"166"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"86"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"41"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"155"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"139"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"198"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"199"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"180"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"211"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ТАЛДЫКОРГАН Г.А."	"0"	"сельская местность"	"0"	"286"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"684"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"623"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"572"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"790"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"629"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"667"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"676"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"833"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"745"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"827"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"622"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"539"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"672"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"584"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"548"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ҚОНАЕВ Г.А."	"0"	"Всего"	"0"	"529"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"558"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"469"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"397"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"513"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"500"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"422"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"498"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"635"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"522"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"565"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"486"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"422"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"568"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"480"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"427"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ҚОНАЕВ Г.А."	"0"	"городская местность"	"0"	"477"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"126"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"154"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"175"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"277"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"129"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"245"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"178"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"198"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"223"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"262"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"136"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"117"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"104"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"104"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"121"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ҚОНАЕВ Г.А."	"0"	"сельская местность"	"0"	"52"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"198"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"207"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"177"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"224"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"219"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"199"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"212"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"254"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"199"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"246"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"192"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"202"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"161"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"171"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"162"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ТЕКЕЛИ Г.А."	"0"	"Всего"	"0"	"169"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"191"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"203"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"177"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"224"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"205"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"199"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"204"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"253"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"196"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"246"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"187"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"199"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"152"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"167"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"161"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ТЕКЕЛИ Г.А."	"0"	"городская местность"	"0"	"165"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"192"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"261"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"335"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"320"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"277"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"305"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"277"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"382"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"339"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"361"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"266"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"211"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"170"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"191"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"200"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"АКСУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"166"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"192"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"261"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"335"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"320"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"277"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"305"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"277"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"382"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"339"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"361"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"266"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"211"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"170"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"191"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"200"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"АКСУСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"166"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"433"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"411"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"530"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"610"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"436"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"659"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"517"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"699"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"546"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"655"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"454"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"349"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"411"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"414"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"393"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"357"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"177"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"170"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"168"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"189"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"143"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"220"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"167"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"207"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"193"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"209"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"153"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"134"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"164"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"164"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"126"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"107"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"256"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"241"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"362"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"421"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"293"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"439"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"350"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"АЛАКОЛЬСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"492"
